visual_type,visual_root_id,dn_type,dn_root_id,hops,path_strength,min_edge_weight,path,edge_weights
T4c,720575940627100618,DNae002,720575940627139530,4,0.00018491597044914773,0.060204695966285374,T4c -> LPi09 -> LPT27 -> PLP230 -> DNae002,"0.24444444,0.16304348,0.06020470,0.07706558"
T4c,720575940627100618,DNp26,720575940619432261,5,1.9019894005914222e-05,0.060204695966285374,T4c -> LPi09 -> LPT27 -> PLP230 -> PLP035 -> DNp26,"0.24444444,0.16304348,0.06020470,0.06446832,0.12295544"
T4c,720575940627100618,DNae002,720575940627139530,5,1.6817078071378276e-05,0.0448314190440904,T4c -> LPi09 -> LPT27 -> PLP230 -> DNpe019 -> DNae002,"0.24444444,0.16304348,0.06020470,0.04483142,0.15633423"
T4c,720575940627100618,DNae010,720575940651341558,5,4.059294706884411e-06,0.03773584905660377,T4c -> LPi09 -> LPT27 -> PLP230 -> DNpe019 -> DNae010,"0.24444444,0.16304348,0.06020470,0.04483142,0.03773585"
T4c,720575940627100618,DNae002,720575940627139530,5,2.5140914603720454e-06,0.030752130418673584,T4c -> LPi09 -> LPT27 -> PLP230 -> DNa09 -> DNae002,"0.24444444,0.16304348,0.06020470,0.03075213,0.03407155"
T4c,720575940627100618,DNae010,720575940651341558,5,2.826306876920628e-06,0.026396562308164517,T4c -> LPi09 -> LPT27 -> LAL158 -> LAL019 -> DNae010,"0.24444444,0.16304348,0.04033715,0.02639656,0.06660137"
T4c,720575940627100618,DNae002,720575940627139530,5,2.1612934941157744e-06,0.026396562308164517,T4c -> LPi09 -> LPT27 -> LAL158 -> LAL019 -> DNae002,"0.24444444,0.16304348,0.04033715,0.02639656,0.05093046"
T4c,720575940627100618,DNp31,720575940632189900,5,7.0994735477125455e-06,0.03913305237808549,T4c -> LPi09 -> LPT27 -> DNa10 -> IB008 -> DNp31,"0.24444444,0.16304348,0.03913305,0.04255319,0.10697115"
T4c,720575940627100618,DNp31,720575940628132745,5,4.78616194227812e-06,0.03913305237808549,T4c -> LPi09 -> LPT27 -> DNa10 -> IB008 -> DNp31,"0.24444444,0.16304348,0.03913305,0.04255319,0.07211538"
T4c,720575940627100618,DNae002,720575940620380449,5,9.258517128025507e-06,0.031306441902468396,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP230 -> DNae002,"0.24444444,0.16304348,0.03130644,0.08657070,0.08571429"
T4c,720575940636612324,DNp31,720575940632189900,4,4.365112875516164e-06,0.0060673877906253885,T4c -> LPi09 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.14800000,0.10634921,0.00606739,0.04570858"
T4c,720575940636612324,DNp31,720575940632189900,5,1.1971415142418732e-07,0.0060673877906253885,T4c -> LPi09 -> LPi13 -> LPT48_vCal3 -> PLP103c -> DNp31,"0.14800000,0.10634921,0.00606739,0.01916168,0.06542056"
T4c,720575940636612324,DNp31,720575940628132745,4,1.7917930580721373e-06,0.0060673877906253885,T4c -> LPi09 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.14800000,0.10634921,0.00606739,0.01876248"
T4c,720575940636612324,DNp31,720575940632189900,5,8.096285178377296e-08,0.0060673877906253885,T4c -> LPi09 -> LPi13 -> LPT48_vCal3 -> PS058 -> DNp31,"0.14800000,0.10634921,0.00606739,0.01497006,0.05663234"
T4c,720575940636612324,DNae002,720575940627139530,5,4.031360980936971e-07,0.0055203282357329355,T4c -> LPi09 -> LPi13 -> LPT27 -> PLP230 -> DNae002,"0.14800000,0.10634921,0.00552033,0.06020470,0.07706558"
T4c,720575940636612324,DNae002,720575940620380449,5,7.335622387867965e-08,0.0055203282357329355,T4c -> LPi09 -> LPi13 -> LPT27 -> WED075 -> DNae002,"0.14800000,0.10634921,0.00552033,0.03070439,0.02749638"
T4c,720575940636612324,DNp31,720575940628132745,5,7.887633449380687e-08,0.0055203282357329355,T4c -> LPi09 -> LPi13 -> LPT27 -> PLP020 -> DNp31,"0.14800000,0.10634921,0.00552033,0.03010235,0.03015682"
T4c,720575940636612324,DNp26,720575940627732361,4,2.353985326633172e-06,0.0055203282357329355,T4c -> LPi09 -> LPi13 -> LPT27 -> DNp26,"0.14800000,0.10634921,0.00552033,0.02709211"
T4c,720575940636612324,DNp31,720575940632189900,5,1.977427192051963e-07,0.004873803307223673,T4c -> LPi09 -> LPi13 -> LPi11 -> LPT48_vCal3 -> DNp31,"0.14800000,0.10634921,0.00487380,0.05639476,0.04570858"
T4c,720575940636612324,DNp31,720575940628132745,5,8.11695004597749e-08,0.004873803307223673,T4c -> LPi09 -> LPi13 -> LPi11 -> LPT48_vCal3 -> DNp31,"0.14800000,0.10634921,0.00487380,0.05639476,0.01876248"
T4c,720575940605018540,DNp26,720575940619432261,5,1.4959516021676949e-06,0.010991900704743873,T4c -> LPi09 -> VS3 -> LPi13 -> LPT27 -> DNp26,"0.22222222,0.17751479,0.06980803,0.01099190,0.04942166"
T4c,720575940605018540,DNp31,720575940628132745,5,8.361467587381352e-07,0.00857263069317345,T4c -> LPi09 -> VS3 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.22222222,0.17751479,0.06980803,0.00857263,0.03541938"
T4c,720575940605018540,DNp31,720575940632189900,5,6.514763089554796e-07,0.00857263069317345,T4c -> LPi09 -> VS3 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.22222222,0.17751479,0.06980803,0.00857263,0.02759670"
T4c,720575940605018540,DNa02,720575940629327659,5,1.8103700064107757e-05,0.052083333333333336,T4c -> LPi09 -> VS3 -> DNp22 -> PS034 -> DNa02,"0.22222222,0.17751479,0.06631763,0.05208333,0.13286713"
T4c,720575940605018540,DNae002,720575940627139530,5,1.1433915829962794e-05,0.052083333333333336,T4c -> LPi09 -> VS3 -> DNp22 -> PS034 -> DNae002,"0.22222222,0.17751479,0.06631763,0.05208333,0.08391608"
T4c,720575940605018540,DNp18,720575940618440000,4,0.00018413752286011354,0.06457242582897033,T4c -> LPi09 -> VS3 -> DNp20 -> DNp18,"0.22222222,0.17751479,0.06457243,0.07228916"
T4c,720575940605018540,DNp18,720575940618440000,5,2.7514446787237884e-05,0.06457242582897033,T4c -> LPi09 -> VS3 -> DNp20 -> OCG01e -> DNp18,"0.22222222,0.17751479,0.06457243,0.06827309,0.15821297"
T4c,720575940605018540,DNp18,720575940618440000,5,1.0797592963524983e-05,0.05622489959839357,T4c -> LPi09 -> VS3 -> DNp20 -> OCG01a -> DNp18,"0.22222222,0.17751479,0.06457243,0.05622490,0.07539267"
T4c,720575940605018540,DNp18,720575940627949589,5,3.0417156631020478e-06,0.03891402714932127,T4c -> LPi09 -> VS3 -> PS126 -> CB0478 -> DNp18,"0.22222222,0.17751479,0.04363002,0.04541560,0.03891403"
T4c,720575940605018540,DNp18,720575940627949589,5,3.2139827066833987e-06,0.023707512139388747,T4c -> LPi09 -> VS3 -> PS126 -> CB0344 -> DNp18,"0.22222222,0.17751479,0.04363002,0.02370751,0.07876806"
T4c,720575940631696697,DNae002,720575940620380449,4,0.00010982644426449827,0.058885383806519455,T4c -> LPi09 -> LPT27 -> PLP230 -> DNae002,"0.13197970,0.16486903,0.05888538,0.08571429"
T4c,720575940631696697,DNp26,720575940627732361,5,7.026329637923175e-06,0.058885383806519455,T4c -> LPi09 -> LPT27 -> PLP230 -> PLP035 -> DNp26,"0.13197970,0.16486903,0.05888538,0.07058824,0.07768595"
T4c,720575940631696697,DNae002,720575940620380449,5,5.900737453966703e-06,0.044369747899159664,T4c -> LPi09 -> LPT27 -> PLP230 -> DNpe019 -> DNae002,"0.13197970,0.16486903,0.05888538,0.04436975,0.10379242"
T4c,720575940631696697,DNae002,720575940620380449,5,8.041917221769414e-06,0.03563025210084034,T4c -> LPi09 -> LPT27 -> PLP230 -> DNp51 -> DNae002,"0.13197970,0.16486903,0.05888538,0.03563025,0.17615176"
T4c,720575940631696697,DNae002,720575940627139530,5,7.579712310614524e-06,0.05152471083070452,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP230 -> DNae002,"0.13197970,0.16486903,0.05152471,0.08772644,0.07706558"
T4c,720575940631696697,DNae010,720575940630868281,5,3.5318271251292583e-06,0.05008710801393728,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP178 -> DNae010,"0.13197970,0.16486903,0.05152471,0.06289436,0.05008711"
T4c,720575940631696697,DNp31,720575940628132745,5,1.9488191534972645e-06,0.03684103399145125,T4c -> LPi09 -> LPT27 -> PLP078 ->  -> DNp31,"0.13197970,0.16486903,0.05152471,0.03684103,0.04718218"
T4c,720575940631696697,DNp26,720575940619432261,3,0.001075383933423212,0.04942166140904311,T4c -> LPi09 -> LPT27 -> DNp26,"0.13197970,0.16486903,0.04942166"
T4c,720575940631696697,DNa16,720575940632962786,5,3.4040282150272883e-06,0.033567948023822416,T4c -> LPi09 -> LPT27 -> WED075 -> PS013 -> DNa16,"0.13197970,0.16486903,0.04468980,0.03356795,0.10428305"
T4c,720575940631696697,DNa02,720575940629327659,5,2.5408639176453688e-06,0.033567948023822416,T4c -> LPi09 -> LPT27 -> WED075 -> PS013 -> DNa02,"0.13197970,0.16486903,0.04468980,0.03356795,0.07783985"
T4c,720575940623627753,DNp31,720575940632189900,5,1.5481152080466742e-06,0.0060673877906253885,T4c -> LPi09 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.17500000,0.17514124,0.18212824,0.00606739,0.04570858"
T4c,720575940623627753,DNp31,720575940628132745,5,6.354708714252724e-07,0.0060673877906253885,T4c -> LPi09 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.17500000,0.17514124,0.18212824,0.00606739,0.01876248"
T4c,720575940623627753,DNp26,720575940627732361,5,8.348559562159338e-07,0.0055203282357329355,T4c -> LPi09 -> LPT45_dCal1 -> LPi13 -> LPT27 -> DNp26,"0.17500000,0.17514124,0.18212824,0.00552033,0.02709211"
T4c,720575940623627753,DNp26,720575940619432261,5,5.962686098241444e-07,0.010991900704743873,T4c -> LPi09 -> LPT45_dCal1 -> LPi13 -> LPT27 -> DNp26,"0.17500000,0.17514124,0.03581173,0.01099190,0.04942166"
T4c,720575940623627753,DNp31,720575940628132745,5,3.3327820547089005e-07,0.00857263069317345,T4c -> LPi09 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.17500000,0.17514124,0.03581173,0.00857263,0.03541938"
T4c,720575940623627753,DNp31,720575940632189900,5,2.596707490478714e-07,0.00857263069317345,T4c -> LPi09 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.17500000,0.17514124,0.03581173,0.00857263,0.02759670"
T4c,720575940623627753,DNp31,720575940628132745,5,1.18272778948644e-06,0.021145975443383355,T4c -> LPi09 -> LPT45_dCal1 -> PLP248 -> PLP020 -> DNp31,"0.17500000,0.17514124,0.02114598,0.06051250,0.03015682"
T4c,720575940623627753,DNp31,720575940632189900,5,6.05888840543268e-07,0.021145975443383355,T4c -> LPi09 -> LPT45_dCal1 -> PLP248 -> PLP020 -> DNp31,"0.17500000,0.17514124,0.02114598,0.02469898,0.03784946"
T4c,720575940623627753,DNb03,720575940611016910,5,1.4328241444917526e-06,0.015006821282401092,T4c -> LPi09 -> LPT45_dCal1 -> LPi14 -> H2 -> DNb03,"0.17500000,0.17514124,0.01500682,0.07330021,0.04249839"
T4c,720575940623627753,DNb03,720575940627997050,5,1.4038782021787878e-06,0.015006821282401092,T4c -> LPi09 -> LPT45_dCal1 -> LPi14 -> H2 -> DNb03,"0.17500000,0.17514124,0.01500682,0.07330021,0.04163984"
T4c,720575940622769080,DNp31,720575940632189900,5,8.029756888335395e-06,0.044809800128949064,T4c -> LLPC2 -> PLP248 -> PLP020 -> PLP196 -> DNp31,"0.14728682,0.24770642,0.04480980,0.05591398,0.08784314"
T4c,720575940622769080,DNp31,720575940628132745,5,2.867770317262641e-06,0.03137254901960784,T4c -> LLPC2 -> PLP248 -> PLP020 -> PLP196 -> DNp31,"0.14728682,0.24770642,0.04480980,0.05591398,0.03137255"
T4c,720575940622769080,DNp31,720575940632189900,4,6.18776595378593e-05,0.0378494623655914,T4c -> LLPC2 -> PLP248 -> PLP020 -> DNp31,"0.14728682,0.24770642,0.04480980,0.03784946"
T4c,720575940622769080,DNp31,720575940632189900,5,1.2505400870851724e-05,0.034493874919406836,T4c -> LLPC2 -> PLP248 -> DNa10 -> IB008 -> DNp31,"0.14728682,0.24770642,0.03449387,0.11016949,0.09019722"
T4c,720575940622769080,DNp31,720575940628132745,5,1.1540353858310112e-05,0.034493874919406836,T4c -> LLPC2 -> PLP248 -> DNa10 -> IB008 -> DNp31,"0.14728682,0.24770642,0.03449387,0.11016949,0.08323666"
T4c,720575940622769080,DNp31,720575940632189900,5,1.0838056717326033e-05,0.034493874919406836,T4c -> LLPC2 -> PLP248 -> DNa10 -> IB008 -> DNp31,"0.14728682,0.24770642,0.03449387,0.08050847,0.10697115"
T4c,720575940622769080,DNp31,720575940628132745,5,7.306555090332157e-06,0.034493874919406836,T4c -> LLPC2 -> PLP248 -> DNa10 -> IB008 -> DNp31,"0.14728682,0.24770642,0.03449387,0.08050847,0.07211538"
T4c,720575940622769080,DNp31,720575940628132745,4,3.369523167895721e-05,0.030156815440289506,T4c -> LLPC2 -> PLP248 -> PLP020 -> DNp31,"0.14728682,0.24770642,0.03062540,0.03015682"
T4c,720575940622769080,DNp31,720575940628132745,5,2.4115214829057606e-06,0.029352633695215118,T4c -> LLPC2 -> PLP248 -> PLP020 -> PLP196 -> DNp31,"0.14728682,0.24770642,0.03062540,0.02935263,0.07352941"
T4c,720575940622769080,DNp31,720575940632189900,5,1.4469128897434564e-06,0.029352633695215118,T4c -> LLPC2 -> PLP248 -> PLP020 -> PLP196 -> DNp31,"0.14728682,0.24770642,0.03062540,0.02935263,0.04411765"
T4c,720575940617783581,DNp31,720575940632189900,5,1.0038952492301858e-08,0.003299594239086815,T4c -> Y11 -> Li32 -> Li24 -> LPLC4 -> DNp31,"0.18867925,0.04793028,0.00329959,0.01609253,0.02090592"
T4c,720575940617783581,DNp31,720575940632189900,5,6.471233342939963e-07,0.03731343283582089,T4c -> Y11 -> TmY14 -> Li21 -> LCe07 -> DNp31,"0.18867925,0.04575163,0.03731343,0.04783715,0.04199773"
T4c,720575940617783581,DNb03,720575940611016910,5,9.097078893592545e-08,0.003447031945168143,T4c -> Y11 -> LPi14 -> Am1 -> H2 -> DNb03,"0.18867925,0.04139434,0.07950952,0.00344703,0.04249839"
T4c,720575940617783581,DNb03,720575940627997050,5,8.913299522004818e-08,0.003447031945168143,T4c -> Y11 -> LPi14 -> Am1 -> H2 -> DNb03,"0.18867925,0.04139434,0.07950952,0.00344703,0.04163984"
T4c,720575940617783581,DNp15,720575940623431351,5,7.948457821169244e-08,0.003447031945168143,T4c -> Y11 -> LPi14 -> Am1 -> H2 -> DNp15,"0.18867925,0.04139434,0.07950952,0.00344703,0.03713243"
T4c,720575940617783581,DNg41,720575940622037926,5,4.594484289693205e-08,0.003447031945168143,T4c -> Y11 -> LPi14 -> Am1 -> H2 -> DNg41,"0.18867925,0.04139434,0.07950952,0.00344703,0.02146383"
T4c,720575940617783581,DNg41,720575940636329579,5,1.4048450886732475e-07,0.0034069501783638625,T4c -> Y11 -> LPi14 -> Am1 -> LPT04_HST -> DNg41,"0.18867925,0.04139434,0.07950952,0.00340695,0.06640159"
T4c,720575940617783581,DNb03,720575940634163682,5,7.318654054764823e-08,0.0034069501783638625,T4c -> Y11 -> LPi14 -> Am1 -> LPT04_HST -> DNb03,"0.18867925,0.04139434,0.07950952,0.00340695,0.03459245"
T4c,720575940617783581,DNb03,720575940611016910,4,2.0393083310655855e-05,0.04139433551198257,T4c -> Y11 -> LPi14 -> H2 -> DNb03,"0.18867925,0.04139434,0.06143917,0.04249839"
T4c,720575940617783581,DNb03,720575940627997050,4,1.9981101829632502e-05,0.04139433551198257,T4c -> Y11 -> LPi14 -> H2 -> DNb03,"0.18867925,0.04139434,0.06143917,0.04163984"
T4c,720575940607118722,DNae002,720575940620380449,4,9.726387896151618e-05,0.058885383806519455,T4c -> LPi09 -> LPT27 -> PLP230 -> DNae002,"0.11688312,0.16486903,0.05888538,0.08571429"
T4c,720575940607118722,DNp26,720575940627732361,5,6.222618605413481e-06,0.058885383806519455,T4c -> LPi09 -> LPT27 -> PLP230 -> PLP035 -> DNp26,"0.11688312,0.16486903,0.05888538,0.07058824,0.07768595"
T4c,720575940607118722,DNae002,720575940620380449,5,5.2257779749665145e-06,0.044369747899159664,T4c -> LPi09 -> LPT27 -> PLP230 -> DNpe019 -> DNae002,"0.11688312,0.16486903,0.05888538,0.04436975,0.10379242"
T4c,720575940607118722,DNae002,720575940620380449,5,7.122037579519066e-06,0.03563025210084034,T4c -> LPi09 -> LPT27 -> PLP230 -> DNp51 -> DNae002,"0.11688312,0.16486903,0.05888538,0.03563025,0.17615176"
T4c,720575940607118722,DNae002,720575940627139530,5,6.712702261098676e-06,0.05152471083070452,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP230 -> DNae002,"0.11688312,0.16486903,0.05152471,0.08772644,0.07706558"
T4c,720575940607118722,DNae010,720575940630868281,5,3.1278369095175696e-06,0.05008710801393728,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP178 -> DNae010,"0.11688312,0.16486903,0.05152471,0.06289436,0.05008711"
T4c,720575940607118722,DNp31,720575940628132745,5,1.725902277298027e-06,0.03684103399145125,T4c -> LPi09 -> LPT27 -> PLP078 ->  -> DNp31,"0.11688312,0.16486903,0.05152471,0.03684103,0.04718218"
T4c,720575940607118722,DNp26,720575940619432261,3,0.0009523754814981792,0.04942166140904311,T4c -> LPi09 -> LPT27 -> DNp26,"0.11688312,0.16486903,0.04942166"
T4c,720575940607118722,DNa16,720575940632962786,5,3.014656356265425e-06,0.033567948023822416,T4c -> LPi09 -> LPT27 -> WED075 -> PS013 -> DNa16,"0.11688312,0.16486903,0.04468980,0.03356795,0.10428305"
T4c,720575940607118722,DNa02,720575940629327659,5,2.250225637355264e-06,0.033567948023822416,T4c -> LPi09 -> LPT27 -> WED075 -> PS013 -> DNa02,"0.11688312,0.16486903,0.04468980,0.03356795,0.07783985"
T4c,720575940636384887,DNae002,720575940620380449,5,4.862299178447984e-06,0.05,T4c -> LPi04 -> Y11 -> LPLC1 -> DNp03 -> DNae002,"0.12230216,0.12500000,0.05000000,0.09689214,0.06565064"
T4c,720575940636384887,DNae002,720575940620380449,5,3.4910979644056023e-06,0.03833333333333333,T4c -> LPi04 -> Y11 -> LPLC1 -> DNp03 -> DNae002,"0.12230216,0.12500000,0.03833333,0.09074074,0.06565064"
T4c,720575940636384887,DNae002,720575940620380449,5,2.434360223627052e-06,0.03333333333333333,T4c -> LPi04 -> Y11 -> LPLC1 -> DNp03 -> DNae002,"0.12230216,0.12500000,0.03333333,0.07276507,0.06565064"
T4c,720575940636384887,DNp31,720575940632189900,5,2.227947371832264e-06,0.03333333333333333,T4c -> LPi04 -> Y11 -> LPLC1 -> DNa07 -> DNp31,"0.12230216,0.12500000,0.03333333,0.04573805,0.09558824"
T4c,720575940636384887,DNa16,720575940632962786,5,1.5424251035761829e-06,0.03333333333333333,T4c -> LPi04 -> Y11 -> LPLC1 -> DNa07 -> DNa16,"0.12230216,0.12500000,0.03333333,0.04573805,0.06617647"
T4c,720575940636384887,DNp18,720575940618440000,5,1.3710445365121624e-06,0.03333333333333333,T4c -> LPi04 -> Y11 -> LPLC1 -> DNa07 -> DNp18,"0.12230216,0.12500000,0.03333333,0.04573805,0.05882353"
T4c,720575940636384887,DNb03,720575940611016910,5,1.5874519326902499e-06,0.03333333333333333,T4c -> LPi04 -> Y11 -> LPi14 -> H2 -> DNb03,"0.12230216,0.12500000,0.03333333,0.07330021,0.04249839"
T4c,720575940636384887,DNb03,720575940627997050,5,1.5553821966763054e-06,0.03333333333333333,T4c -> LPi04 -> Y11 -> LPi14 -> H2 -> DNb03,"0.12230216,0.12500000,0.03333333,0.07330021,0.04163984"
T4c,720575940636384887,DNp15,720575940623431351,5,1.3870160826030971e-06,0.03333333333333333,T4c -> LPi04 -> Y11 -> LPi14 -> H2 -> DNp15,"0.12230216,0.12500000,0.03333333,0.07330021,0.03713243"
T4c,720575940636384887,DNg41,720575940622037926,5,8.017434003486111e-07,0.021463833440652502,T4c -> LPi04 -> Y11 -> LPi14 -> H2 -> DNg41,"0.12230216,0.12500000,0.03333333,0.07330021,0.02146383"
T4c,720575940613251751,DNae002,720575940620380449,4,0.00015555313825736975,0.058885383806519455,T4c -> LPi09 -> LPT27 -> PLP230 -> DNae002,"0.13750000,0.22413793,0.05888538,0.08571429"
T4c,720575940613251751,DNp26,720575940627732361,5,9.951771023174456e-06,0.058885383806519455,T4c -> LPi09 -> LPT27 -> PLP230 -> PLP035 -> DNp26,"0.13750000,0.22413793,0.05888538,0.07058824,0.07768595"
T4c,720575940613251751,DNae002,720575940620380449,5,8.357533881246025e-06,0.044369747899159664,T4c -> LPi09 -> LPT27 -> PLP230 -> DNpe019 -> DNae002,"0.13750000,0.22413793,0.05888538,0.04436975,0.10379242"
T4c,720575940613251751,DNae002,720575940620380449,5,1.1390202695077077e-05,0.03563025210084034,T4c -> LPi09 -> LPT27 -> PLP230 -> DNp51 -> DNae002,"0.13750000,0.22413793,0.05888538,0.03563025,0.17615176"
T4c,720575940613251751,DNae002,720575940627139530,5,1.0735556858825114e-05,0.05152471083070452,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP230 -> DNae002,"0.13750000,0.22413793,0.05152471,0.08772644,0.07706558"
T4c,720575940613251751,DNae010,720575940630868281,5,5.0023179460609305e-06,0.05008710801393728,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP178 -> DNae010,"0.13750000,0.22413793,0.05152471,0.06289436,0.05008711"
T4c,720575940613251751,DNp31,720575940628132745,5,2.760218062714453e-06,0.03684103399145125,T4c -> LPi09 -> LPT27 -> PLP078 ->  -> DNp31,"0.13750000,0.22413793,0.05152471,0.03684103,0.04718218"
T4c,720575940613251751,DNp26,720575940619432261,3,0.0015231244787700788,0.04942166140904311,T4c -> LPi09 -> LPT27 -> DNp26,"0.13750000,0.22413793,0.04942166"
T4c,720575940613251751,DNa16,720575940632962786,5,4.821309431532714e-06,0.033567948023822416,T4c -> LPi09 -> LPT27 -> WED075 -> PS013 -> DNa16,"0.13750000,0.22413793,0.04468980,0.03356795,0.10428305"
T4c,720575940613251751,DNa02,720575940629327659,5,3.5987631113940616e-06,0.033567948023822416,T4c -> LPi09 -> LPT27 -> WED075 -> PS013 -> DNa02,"0.13750000,0.22413793,0.04468980,0.03356795,0.07783985"
T4c,720575940612176090,DNp26,720575940619432261,5,6.319630361045789e-07,0.010991900704743873,T4c -> Tlp14 -> LPT45_dCal1 -> LPi13 -> LPT27 -> DNp26,"0.22580645,0.04340836,0.11868390,0.01099190,0.04942166"
T4c,720575940612176090,DNp31,720575940628132745,5,3.532292378412922e-07,0.00857263069317345,T4c -> Tlp14 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.22580645,0.04340836,0.11868390,0.00857263,0.03541938"
T4c,720575940612176090,DNp31,720575940632189900,5,2.752154184407614e-07,0.00857263069317345,T4c -> Tlp14 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.22580645,0.04340836,0.11868390,0.00857263,0.02759670"
T4c,720575940612176090,DNp31,720575940632189900,5,1.6184601424109115e-07,0.0060673877906253885,T4c -> Tlp14 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.22580645,0.04340836,0.05953780,0.00606739,0.04570858"
T4c,720575940612176090,DNp31,720575940628132745,5,6.64346084657754e-08,0.0060673877906253885,T4c -> Tlp14 -> LPT45_dCal1 -> LPi13 -> LPT48_vCal3 -> DNp31,"0.22580645,0.04340836,0.05953780,0.00606739,0.01876248"
T4c,720575940612176090,DNp26,720575940627732361,5,8.727910447276615e-08,0.0055203282357329355,T4c -> Tlp14 -> LPT45_dCal1 -> LPi13 -> LPT27 -> DNp26,"0.22580645,0.04340836,0.05953780,0.00552033,0.02709211"
T4c,720575940612176090,DNp15,720575940616293855,5,8.66571658823139e-07,0.03799451625538582,T4c -> Tlp14 -> LPT45_dCal1 -> LPi14 -> H2 -> DNp15,"0.22580645,0.04340836,0.03799452,0.05921117,0.03929798"
T4c,720575940612176090,DNb03,720575940634163682,5,5.594855855508616e-07,0.025371995421594812,T4c -> Tlp14 -> LPT45_dCal1 -> LPi14 -> H2 -> DNb03,"0.22580645,0.04340836,0.03799452,0.05921117,0.02537200"
T4c,720575940612176090,DNb03,720575940620776880,5,4.879723904052628e-07,0.022128958412819536,T4c -> Tlp14 -> LPT45_dCal1 -> LPi14 -> H2 -> DNb03,"0.22580645,0.04340836,0.03799452,0.05921117,0.02212896"
T4c,720575940612176090,DNg41,720575940636329579,5,4.711457562533572e-07,0.021365890881343,T4c -> Tlp14 -> LPT45_dCal1 -> LPi14 -> H2 -> DNg41,"0.22580645,0.04340836,0.03799452,0.05921117,0.02136589"
T4c,720575940624201805,DNae002,720575940627139530,4,0.00018024302636648385,0.060204695966285374,T4c -> LPi09 -> LPT27 -> PLP230 -> DNae002,"0.19786096,0.19633943,0.06020470,0.07706558"
T4c,720575940624201805,DNp26,720575940619432261,5,1.853924919772405e-05,0.060204695966285374,T4c -> LPi09 -> LPT27 -> PLP230 -> PLP035 -> DNp26,"0.19786096,0.19633943,0.06020470,0.06446832,0.12295544"
T4c,720575940624201805,DNae002,720575940627139530,5,1.6392099821687535e-05,0.0448314190440904,T4c -> LPi09 -> LPT27 -> PLP230 -> DNpe019 -> DNae002,"0.19786096,0.19633943,0.06020470,0.04483142,0.15633423"
T4c,720575940624201805,DNae010,720575940651341558,5,3.956713750062508e-06,0.03773584905660377,T4c -> LPi09 -> LPT27 -> PLP230 -> DNpe019 -> DNae010,"0.19786096,0.19633943,0.06020470,0.04483142,0.03773585"
T4c,720575940624201805,DNae002,720575940627139530,5,2.4505587715270217e-06,0.030752130418673584,T4c -> LPi09 -> LPT27 -> PLP230 -> DNa09 -> DNae002,"0.19786096,0.19633943,0.06020470,0.03075213,0.03407155"
T4c,720575940624201805,DNae010,720575940651341558,5,2.754884306094435e-06,0.026396562308164517,T4c -> LPi09 -> LPT27 -> LAL158 -> LAL019 -> DNae010,"0.19786096,0.19633943,0.04033715,0.02639656,0.06660137"
T4c,720575940624201805,DNae002,720575940627139530,5,2.1066762340722147e-06,0.026396562308164517,T4c -> LPi09 -> LPT27 -> LAL158 -> LAL019 -> DNae002,"0.19786096,0.19633943,0.04033715,0.02639656,0.05093046"
T4c,720575940624201805,DNp31,720575940632189900,5,6.920065339626292e-06,0.03913305237808549,T4c -> LPi09 -> LPT27 -> DNa10 -> IB008 -> DNp31,"0.19786096,0.19633943,0.03913305,0.04255319,0.10697115"
T4c,720575940624201805,DNp31,720575940628132745,5,4.665212588512107e-06,0.03913305237808549,T4c -> LPi09 -> LPT27 -> DNa10 -> IB008 -> DNp31,"0.19786096,0.19633943,0.03913305,0.04255319,0.07211538"
T4c,720575940624201805,DNae002,720575940620380449,5,9.024548516647256e-06,0.031306441902468396,T4c -> LPi09 -> LPT27 -> PLP078 -> PLP230 -> DNae002,"0.19786096,0.19633943,0.03130644,0.08657070,0.08571429"
T4c,720575940623273866,DNa02,720575940629327659,5,1.581064990769667e-06,0.03593140078070007,T4c -> LPi07 -> LPi12 -> LPi15 -> HSS -> DNa02,"0.13934426,0.09702970,0.08075935,0.03593140,0.04029851"
T4c,720575940623273866,DNp18,720575940618440000,5,1.112601289800877e-06,0.028358208955223882,T4c -> LPi07 -> LPi12 -> LPi15 -> HSS -> DNp18,"0.13934426,0.09702970,0.08075935,0.03593140,0.02835821"
