visual_type,visual_root_id,dn_type,dn_root_id,hops,bottleneck,total_synapses,path
T4a,720575940605852192,DNp15,720575940623431351,5,37,4417,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940605852192,DNp15,720575940623431351,5,37,4353,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940605852192,DNp18,720575940627949589,5,37,4260,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940605852192,DNae002,720575940620380449,5,37,4252,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940605852192,DNae010,720575940630868281,5,37,4248,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940605852192,DNp26,720575940627732361,5,37,4148,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940605852192,DNae002,720575940620380449,5,37,2770,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940605852192,DNae002,720575940620380449,5,37,2450,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940605852192,DNp31,720575940632189900,5,37,2129,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940605852192,DNp31,720575940628132745,5,37,2008,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940617407705,DNp15,720575940623431351,5,39,4419,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940617407705,DNp15,720575940623431351,5,39,4355,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940617407705,DNp18,720575940627949589,5,39,4262,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940617407705,DNae002,720575940620380449,5,39,4254,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940617407705,DNae010,720575940630868281,5,39,4250,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940617407705,DNp26,720575940627732361,5,39,4150,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940617407705,DNae002,720575940620380449,5,39,2772,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940617407705,DNae002,720575940620380449,5,39,2452,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940617407705,DNp31,720575940632189900,5,39,2131,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940617407705,DNp31,720575940628132745,5,39,2010,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940629088508,DNp15,720575940623431351,5,27,4539,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940629088508,DNp15,720575940623431351,5,27,4475,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940629088508,DNp18,720575940627949589,5,27,4382,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940629088508,DNae002,720575940620380449,5,27,4374,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940629088508,DNae010,720575940630868281,5,27,4370,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940629088508,DNp26,720575940627732361,5,27,4270,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940629088508,DNae002,720575940620380449,5,27,2892,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940629088508,DNae002,720575940620380449,5,27,2572,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940629088508,DNp31,720575940632189900,5,27,2251,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940629088508,DNp31,720575940628132745,5,27,2130,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940654955937,DNp15,720575940623431351,5,22,4534,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940654955937,DNp15,720575940623431351,5,22,4470,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940654955937,DNp18,720575940627949589,5,22,4377,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940654955937,DNae002,720575940620380449,5,22,4369,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940654955937,DNae010,720575940630868281,5,22,4365,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940654955937,DNp26,720575940627732361,5,22,4265,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940654955937,DNae002,720575940620380449,5,22,2887,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940654955937,DNae002,720575940620380449,5,22,2567,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940654955937,DNp31,720575940632189900,5,22,2246,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940654955937,DNp31,720575940628132745,5,22,2125,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940640283701,DNp15,720575940623431351,5,32,4544,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940640283701,DNp15,720575940623431351,5,32,4480,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940640283701,DNp18,720575940627949589,5,32,4387,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940640283701,DNae002,720575940620380449,5,32,4379,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940640283701,DNae010,720575940630868281,5,32,4375,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940640283701,DNp26,720575940627732361,5,32,4275,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940640283701,DNae002,720575940620380449,5,32,2897,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940640283701,DNae002,720575940620380449,5,32,2577,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940640283701,DNp31,720575940632189900,5,32,2256,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940640283701,DNp31,720575940628132745,5,32,2135,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940640779984,DNp15,720575940623431351,5,28,4408,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940640779984,DNp15,720575940623431351,5,28,4344,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940640779984,DNp18,720575940627949589,5,28,4251,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940640779984,DNae002,720575940620380449,5,28,4243,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940640779984,DNae010,720575940630868281,5,28,4239,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940640779984,DNp26,720575940627732361,5,28,4139,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940640779984,DNae002,720575940620380449,5,28,2761,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940640779984,DNae002,720575940620380449,5,28,2441,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940640779984,DNp31,720575940632189900,5,28,2120,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940640779984,DNp31,720575940628132745,5,28,1999,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940626623516,DNp15,720575940623431351,5,30,4410,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940626623516,DNp15,720575940623431351,5,30,4346,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940626623516,DNp18,720575940627949589,5,30,4253,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940626623516,DNae002,720575940620380449,5,30,4245,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940626623516,DNae010,720575940630868281,5,30,4241,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940626623516,DNp26,720575940627732361,5,30,4141,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940626623516,DNae002,720575940620380449,5,30,2763,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940626623516,DNae002,720575940620380449,5,30,2443,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940626623516,DNp31,720575940632189900,5,30,2122,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940626623516,DNp31,720575940628132745,5,30,2001,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940623517320,DNp15,720575940623431351,5,20,4532,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940623517320,DNp15,720575940623431351,5,20,4468,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940623517320,DNp18,720575940627949589,5,20,4375,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940623517320,DNae002,720575940620380449,5,20,4367,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940623517320,DNae010,720575940630868281,5,20,4363,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940623517320,DNp26,720575940627732361,5,20,4263,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940623517320,DNae002,720575940620380449,5,20,2885,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940623517320,DNae002,720575940620380449,5,20,2565,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940623517320,DNp31,720575940632189900,5,20,2244,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940623517320,DNp31,720575940628132745,5,20,2123,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940637988954,DNae002,720575940620380449,5,31,1811,T4a -> LPi14 -> H2 -> VCH -> LPT22 -> DNae002
T4a,720575940637988954,DNa13,720575940637607646,5,31,1899,T4a -> LPi14 -> H2 -> PS047b -> LAL081 -> DNa13
T4a,720575940637988954,DNa03,720575940620918789,5,31,1865,T4a -> LPi14 -> H2 -> PS047b -> LAL153 -> DNa03
T4a,720575940637988954,DNae002,720575940620380449,5,31,1782,T4a -> LPi14 -> H2 -> DCH -> LPT22 -> DNae002
T4a,720575940637988954,DNb03,720575940611016910,3,31,1306,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940637988954,DNb03,720575940627997050,3,31,1302,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940637988954,DNp15,720575940623431351,3,31,1281,T4a -> LPi14 -> H2 -> DNp15
T4a,720575940637988954,DNp15,720575940616293855,5,31,1478,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNp15
T4a,720575940637988954,DNa16,720575940632962786,5,31,1420,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNa16
T4a,720575940637988954,DNg41,720575940622037926,3,31,1208,T4a -> LPi14 -> H2 -> DNg41
T4a,720575940631002199,DNae002,720575940620380449,5,30,894,T4a -> HSS -> CB0268 -> VCH -> LPT22 -> DNae002
T4a,720575940631002199,DNae002,720575940620380449,5,30,828,T4a -> HSS -> CB0268 -> DCH -> LPT22 -> DNae002
T4a,720575940631002199,DNa13,720575940637607646,5,30,693,T4a -> HSS -> CB0268 -> PS047b -> LAL081 -> DNa13
T4a,720575940631002199,DNa03,720575940620918789,5,30,659,T4a -> HSS -> CB0268 -> PS047b -> LAL153 -> DNa03
T4a,720575940631002199,DNa02,720575940604737708,5,30,662,T4a -> HSS -> CB0268 -> PS047a -> LAL046 -> DNa02
T4a,720575940631002199,DNae002,720575940620380449,5,30,622,T4a -> HSS -> CB0268 -> PS047a -> LAL046 -> DNae002
T4a,720575940631002199,DNa16,720575940621519130,5,30,603,T4a -> HSS -> CB0268 -> PS047a -> LAL046 -> DNa16
T4a,720575940631002199,DNg04,720575940643817888,5,30,616,T4a -> HSS -> CB0268 -> PS047a -> LAL126 -> DNg04
T4a,720575940631002199,DNg04,720575940624082931,5,30,615,T4a -> HSS -> CB0268 -> PS047a -> LAL126 -> DNg04
T4a,720575940631002199,DNa16,720575940632962786,5,30,612,T4a -> HSS -> CB0268 -> PS047a -> LAL126 -> DNa16
T4a,720575940612923762,DNae002,720575940620380449,5,17,1797,T4a -> LPi14 -> H2 -> VCH -> LPT22 -> DNae002
T4a,720575940612923762,DNa13,720575940637607646,5,17,1885,T4a -> LPi14 -> H2 -> PS047b -> LAL081 -> DNa13
T4a,720575940612923762,DNa03,720575940620918789,5,17,1851,T4a -> LPi14 -> H2 -> PS047b -> LAL153 -> DNa03
T4a,720575940612923762,DNae002,720575940620380449,5,17,1768,T4a -> LPi14 -> H2 -> DCH -> LPT22 -> DNae002
T4a,720575940612923762,DNb03,720575940611016910,3,17,1292,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940612923762,DNb03,720575940627997050,3,17,1288,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940612923762,DNp15,720575940623431351,3,17,1267,T4a -> LPi14 -> H2 -> DNp15
T4a,720575940612923762,DNp15,720575940616293855,5,17,1464,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNp15
T4a,720575940612923762,DNa16,720575940632962786,5,17,1406,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNa16
T4a,720575940612923762,DNg41,720575940622037926,3,17,1194,T4a -> LPi14 -> H2 -> DNg41
T4a,720575940612670361,DNae002,720575940620380449,5,17,909,T4a -> HSE -> CB0268 -> VCH -> LPT22 -> DNae002
T4a,720575940612670361,DNae002,720575940620380449,5,17,843,T4a -> HSE -> CB0268 -> DCH -> LPT22 -> DNae002
T4a,720575940612670361,DNa13,720575940637607646,5,17,708,T4a -> HSE -> CB0268 -> PS047b -> LAL081 -> DNa13
T4a,720575940612670361,DNa03,720575940620918789,5,17,674,T4a -> HSE -> CB0268 -> PS047b -> LAL153 -> DNa03
T4a,720575940612670361,DNa02,720575940604737708,5,17,677,T4a -> HSE -> CB0268 -> PS047a -> LAL046 -> DNa02
T4a,720575940612670361,DNae002,720575940620380449,5,17,637,T4a -> HSE -> CB0268 -> PS047a -> LAL046 -> DNae002
T4a,720575940612670361,DNa16,720575940621519130,5,17,618,T4a -> HSE -> CB0268 -> PS047a -> LAL046 -> DNa16
T4a,720575940612670361,DNg04,720575940643817888,5,17,631,T4a -> HSE -> CB0268 -> PS047a -> LAL126 -> DNg04
T4a,720575940612670361,DNg04,720575940624082931,5,17,630,T4a -> HSE -> CB0268 -> PS047a -> LAL126 -> DNg04
T4a,720575940612670361,DNa16,720575940632962786,5,17,627,T4a -> HSE -> CB0268 -> PS047a -> LAL126 -> DNa16
T4a,720575940622720717,DNa02,720575940629327659,5,25,3729,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNa02
T4a,720575940622720717,DNp18,720575940618440000,5,25,3713,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNp18
T4a,720575940622720717,DNg41,720575940636329579,5,25,3712,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNg41
T4a,720575940622720717,DNp15,720575940616293855,5,25,3532,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940622720717,DNp15,720575940616293855,5,25,3335,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940622720717,DNa02,720575940629327659,5,25,3212,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNa02
T4a,720575940622720717,DNp26,720575940619432261,5,25,3259,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940622720717,DNae002,720575940627139530,5,25,2124,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940622720717,DNb03,720575940627997050,5,25,2020,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940622720717,DNb03,720575940611016910,5,25,2013,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940630775545,DNae002,720575940620380449,5,42,1822,T4a -> LPi14 -> H2 -> VCH -> LPT22 -> DNae002
T4a,720575940630775545,DNa13,720575940637607646,5,42,1910,T4a -> LPi14 -> H2 -> PS047b -> LAL081 -> DNa13
T4a,720575940630775545,DNa03,720575940620918789,5,42,1876,T4a -> LPi14 -> H2 -> PS047b -> LAL153 -> DNa03
T4a,720575940630775545,DNae002,720575940620380449,5,42,1793,T4a -> LPi14 -> H2 -> DCH -> LPT22 -> DNae002
T4a,720575940630775545,DNb03,720575940611016910,3,42,1317,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940630775545,DNb03,720575940627997050,3,42,1313,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940630775545,DNp15,720575940623431351,3,42,1292,T4a -> LPi14 -> H2 -> DNp15
T4a,720575940630775545,DNp15,720575940616293855,5,42,1489,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNp15
T4a,720575940630775545,DNa16,720575940632962786,5,42,1431,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNa16
T4a,720575940630775545,DNg41,720575940622037926,3,42,1219,T4a -> LPi14 -> H2 -> DNg41
T4a,720575940621149094,DNae002,720575940620380449,5,35,1815,T4a -> LPi14 -> H2 -> VCH -> LPT22 -> DNae002
T4a,720575940621149094,DNa13,720575940637607646,5,35,1903,T4a -> LPi14 -> H2 -> PS047b -> LAL081 -> DNa13
T4a,720575940621149094,DNa03,720575940620918789,5,35,1869,T4a -> LPi14 -> H2 -> PS047b -> LAL153 -> DNa03
T4a,720575940621149094,DNae002,720575940620380449,5,35,1786,T4a -> LPi14 -> H2 -> DCH -> LPT22 -> DNae002
T4a,720575940621149094,DNb03,720575940611016910,3,35,1310,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940621149094,DNb03,720575940627997050,3,35,1306,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940621149094,DNp15,720575940623431351,3,35,1285,T4a -> LPi14 -> H2 -> DNp15
T4a,720575940621149094,DNp15,720575940616293855,5,35,1482,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNp15
T4a,720575940621149094,DNa16,720575940632962786,5,35,1424,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNa16
T4a,720575940621149094,DNg41,720575940622037926,3,35,1212,T4a -> LPi14 -> H2 -> DNg41
T4a,720575940618504081,DNae002,720575940620380449,5,38,1818,T4a -> LPi14 -> H2 -> VCH -> LPT22 -> DNae002
T4a,720575940618504081,DNa13,720575940637607646,5,38,1906,T4a -> LPi14 -> H2 -> PS047b -> LAL081 -> DNa13
T4a,720575940618504081,DNa03,720575940620918789,5,38,1872,T4a -> LPi14 -> H2 -> PS047b -> LAL153 -> DNa03
T4a,720575940618504081,DNae002,720575940620380449,5,38,1789,T4a -> LPi14 -> H2 -> DCH -> LPT22 -> DNae002
T4a,720575940618504081,DNb03,720575940611016910,3,38,1313,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940618504081,DNb03,720575940627997050,3,38,1309,T4a -> LPi14 -> H2 -> DNb03
T4a,720575940618504081,DNp15,720575940623431351,3,38,1288,T4a -> LPi14 -> H2 -> DNp15
T4a,720575940618504081,DNp15,720575940616293855,5,38,1485,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNp15
T4a,720575940618504081,DNa16,720575940632962786,5,38,1427,T4a -> LPi14 -> H2 -> CB0268 -> PS234 -> DNa16
T4a,720575940618504081,DNg41,720575940622037926,3,38,1215,T4a -> LPi14 -> H2 -> DNg41
T4a,720575940618981278,DNa02,720575940629327659,5,35,3739,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNa02
T4a,720575940618981278,DNp18,720575940618440000,5,35,3723,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNp18
T4a,720575940618981278,DNg41,720575940636329579,5,35,3722,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNg41
T4a,720575940618981278,DNp15,720575940616293855,5,35,3542,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940618981278,DNp15,720575940616293855,5,35,3345,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940618981278,DNa02,720575940629327659,5,29,3222,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNa02
T4a,720575940618981278,DNp26,720575940619432261,5,35,3269,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940618981278,DNae002,720575940627139530,5,35,2134,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940618981278,DNb03,720575940627997050,5,35,2030,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940618981278,DNb03,720575940611016910,5,35,2023,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940645393774,DNa02,720575940629327659,5,26,3730,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNa02
T4a,720575940645393774,DNp18,720575940618440000,5,26,3714,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNp18
T4a,720575940645393774,DNg41,720575940636329579,5,26,3713,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNg41
T4a,720575940645393774,DNp15,720575940616293855,5,26,3533,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940645393774,DNp15,720575940616293855,5,26,3336,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940645393774,DNa02,720575940629327659,5,26,3213,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNa02
T4a,720575940645393774,DNp26,720575940619432261,5,26,3260,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940645393774,DNae002,720575940627139530,5,26,2125,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940645393774,DNb03,720575940627997050,5,26,2021,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940645393774,DNb03,720575940611016910,5,26,2014,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940632213063,DNa02,720575940629327659,5,23,3727,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNa02
T4a,720575940632213063,DNp18,720575940618440000,5,23,3711,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNp18
T4a,720575940632213063,DNg41,720575940636329579,5,23,3710,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNg41
T4a,720575940632213063,DNp15,720575940616293855,5,23,3530,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940632213063,DNp15,720575940616293855,5,23,3333,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940632213063,DNa02,720575940629327659,5,23,3210,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNa02
T4a,720575940632213063,DNp26,720575940619432261,5,23,3257,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940632213063,DNae002,720575940627139530,5,23,2122,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940632213063,DNb03,720575940627997050,5,23,2018,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940632213063,DNb03,720575940611016910,5,23,2011,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940623731125,DNa02,720575940629327659,5,37,3741,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNa02
T4a,720575940623731125,DNp18,720575940618440000,5,37,3725,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNp18
T4a,720575940623731125,DNg41,720575940636329579,5,37,3724,T4a -> LPi14 -> Am1 -> LPi15 -> HSS -> DNg41
T4a,720575940623731125,DNp15,720575940616293855,5,37,3544,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940623731125,DNp15,720575940616293855,5,37,3347,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940623731125,DNa02,720575940629327659,5,29,3224,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNa02
T4a,720575940623731125,DNp26,720575940619432261,5,37,3271,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940623731125,DNae002,720575940627139530,5,37,2136,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940623731125,DNb03,720575940627997050,5,37,2032,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940623731125,DNb03,720575940611016910,5,37,2025,T4a -> LPi14 -> Am1 -> VCH -> Nod5 -> DNb03
T4a,720575940617270621,DNp15,720575940623431351,5,34,4414,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940617270621,DNp15,720575940623431351,5,34,4350,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940617270621,DNp18,720575940627949589,5,34,4257,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940617270621,DNae002,720575940620380449,5,34,4249,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940617270621,DNae010,720575940630868281,5,34,4245,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940617270621,DNp26,720575940627732361,5,34,4145,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940617270621,DNae002,720575940620380449,5,34,2767,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940617270621,DNae002,720575940620380449,5,34,2447,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
T4a,720575940617270621,DNp31,720575940632189900,5,34,2126,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940617270621,DNp31,720575940628132745,5,34,2005,T4a -> LPi14 -> Am1 -> LPT23 -> vCal1 -> DNp31
T4a,720575940618774848,DNp15,720575940623431351,5,32,4544,T4a -> LPi14 -> Am1 -> LPi15 -> HSE -> DNp15
T4a,720575940618774848,DNp15,720575940623431351,5,32,4480,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp15
T4a,720575940618774848,DNp18,720575940627949589,5,32,4387,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNp18
T4a,720575940618774848,DNae002,720575940620380449,5,32,4379,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae002
T4a,720575940618774848,DNae010,720575940630868281,5,32,4375,T4a -> LPi14 -> Am1 -> LPi15 -> HSN -> DNae010
T4a,720575940618774848,DNp26,720575940627732361,5,32,4275,T4a -> LPi14 -> Am1 -> LPi15 -> LPT26 -> DNp26
T4a,720575940618774848,DNae002,720575940620380449,5,32,2897,T4a -> LPi14 -> Am1 -> DCH -> LPT22 -> DNae002
T4a,720575940618774848,DNae002,720575940620380449,5,32,2577,T4a -> LPi14 -> Am1 -> VCH -> LPT22 -> DNae002
